"wage","lwage","sex","shs","hsg","scl","clg","ad","mw","so","we","ne","exp1","exp2","exp3","exp4","occ","occ2","ind","ind2"
10.5769230769231,2.35867455964509,0,0,1,0,0,0,0,0,0,1,28,7.84,21.952,61.4656,"4220","14","7870","17"
22.5961538461538,3.11777970799683,1,0,0,1,0,0,0,0,0,1,34,11.56,39.304,133.6336,"3500","10","8090","18"
28.8461538461538,3.36197666850887,0,0,1,0,0,0,0,0,0,1,33,10.89,35.937,118.5921,"8220","21","3680","6"
21.4285714285714,3.06472514504094,1,0,0,0,1,0,0,0,0,1,10,1,1,1,"2310","8","7860","17"
17.0940170940171,2.83872852474433,0,0,1,0,0,0,0,0,0,1,12,1.44,1.728,2.0736,"50","1","7380","14"
18.75,2.93119375241642,1,0,0,1,0,0,0,0,0,1,5.5,0.3025,0.166375,0.09150625,"3700","12","9470","22"
9.61538461538461,2.26336437984076,1,0,1,0,0,0,0,0,0,1,7,0.49,0.343,0.2401,"5700","17","3895","6"
19.2307692307692,2.95651156040071,0,0,1,0,0,0,0,0,0,1,10,1,1,1,"6230","19","770","4"
9.61538461538461,2.26336437984076,0,0,1,0,0,0,0,0,0,1,9,0.81,0.729,0.6561,"6260","19","770","4"
16,2.77258872223978,0,0,1,0,0,0,0,0,0,1,25,6.25,15.625,39.0625,"4250","14","7770","16"
25.6410256410256,3.24419363285249,0,0,0,1,0,0,0,0,0,1,26.5,7.0225,18.609625,49.31550625,"4850","16","4270","7"
21.6346153846154,3.07429459605709,1,0,0,0,1,0,0,0,0,1,20,4,8,16,"5700","17","7770","16"
8.54700854700855,2.14558134418438,0,1,0,0,0,0,0,0,0,1,37,13.69,50.653,187.4161,"6800","19","490","2"
23.7315875613748,3.16680696923707,0,0,1,0,0,0,0,0,0,1,19,3.61,6.859,13.0321,"7700","21","3580","6"
10.4395604395604,2.34560247807774,0,1,0,0,0,0,0,0,0,1,26,6.76,17.576,45.6976,"1e+05","21","1e+05","5"
11.1607142857143,2.41239995900125,0,0,0,1,0,0,0,0,0,1,3,0.09,0.027,0.0081,"7200","20","8770","21"
51.9230769230769,3.94976333341099,0,0,0,0,1,0,0,0,0,1,2,0.04,0.008,0.0016,"850","2","6970","12"
19.2307692307692,2.95651156040071,1,0,0,0,1,0,0,0,0,1,4,0.16,0.064,0.0256,"735","2","4795","9"
33.6538461538462,3.51612734833613,1,0,0,0,1,0,0,0,0,1,4,0.16,0.064,0.0256,"710","2","7390","14"
12.0192307692308,2.48650793115497,1,0,1,0,0,0,0,0,0,1,5,0.25,0.125,0.0625,"3600","11","8270","18"
16.8269230769231,2.82298016777619,0,0,0,1,0,0,0,0,0,1,4,0.16,0.064,0.0256,"7200","20","8770","21"
14.4230769230769,2.66882948794893,0,0,0,1,0,0,0,0,0,1,4.5,0.2025,0.091125,0.04100625,"6230","19","770","4"
19.2307692307692,2.95651156040071,0,0,0,1,0,0,0,0,0,1,4.5,0.2025,0.091125,0.04100625,"1e+05","20","6180","10"
21.6346153846154,3.07429459605709,0,0,0,0,1,0,0,0,0,1,1,0.01,0.001,1e-04,"850","2","7390","14"
3.36538461538462,1.21354225534209,0,0,0,0,1,0,0,0,0,1,2,0.04,0.008,0.0016,"7200","20","4670","9"
12.9807692307692,2.5634689722911,1,0,0,0,1,0,0,0,0,1,5,0.25,0.125,0.0625,"2310","8","7860","17"
17.6715176715177,2.87195417237265,1,0,0,0,1,0,0,0,0,1,38,14.44,54.872,208.5136,"5120","17","7280","14"
12.6278044871795,2.5359010880909,1,0,1,0,0,0,0,0,0,1,21,4.41,9.261,19.4481,"7700","21","3970","6"
20.1923076923077,3.00530172457014,1,0,0,0,1,0,0,0,0,1,25,6.25,15.625,39.0625,"4300","15","8590","19"
19.2307692307692,2.95651156040071,0,0,0,1,0,0,0,0,0,1,7.5,0.5625,0.421875,0.31640625,"5610","17","2690","6"
21.8531468531469,3.08434493191059,0,0,1,0,0,0,0,0,0,1,12,1.44,1.728,2.0736,"430","1","2490","6"
18.2692307692308,2.90521826601316,0,0,0,1,0,0,0,0,0,1,16.5,2.7225,4.492125,7.41200625,"4220","14","8270","18"
13.9423076923077,2.63492793627325,1,0,1,0,0,0,0,0,0,1,9,0.81,0.729,0.6561,"3600","11","8270","18"
24.0384615384615,3.17965511171492,1,0,0,1,0,0,0,0,0,1,33,10.89,35.937,118.5921,"3255","10","7860","17"
14.9038461538462,2.70161931077192,0,1,0,0,0,0,0,0,0,1,29,8.41,24.389,70.7281,"4220","14","7070","13"
12.0192307692308,2.48650793115497,0,0,0,0,1,0,0,0,0,1,1,0.01,0.001,1e-04,"4610","15","8290","18"
18.1318681318681,2.89767106037778,0,0,0,0,1,0,0,0,0,1,1,0.01,0.001,1e-04,"4220","14","7690","16"
10.8131868131868,2.3807663905354,0,0,0,0,1,0,0,0,0,1,15,2.25,3.375,5.0625,"4020","13","8680","20"
21.5384615384615,3.06984024570771,1,0,0,0,0,1,0,0,0,1,30,9,27,81,"2320","8","7860","17"
9.61538461538461,2.26336437984076,1,0,0,1,0,0,0,0,0,1,3.5,0.1225,0.042875,0.01500625,"3420","10","5070","9"
22.1153846153846,3.09627350277587,1,0,0,0,1,0,0,0,0,1,18,3.24,5.832,10.4976,"830","2","6870","12"
14.957264957265,2.7051971321198,1,0,0,0,1,0,0,0,0,1,5,0.25,0.125,0.0625,"650","2","8370","18"
15.3846153846154,2.7333680090865,1,0,0,1,0,0,0,0,0,1,23.5,5.5225,12.977875,30.49800625,"5240","17","7180","13"
13.4105769230769,2.59604371822328,0,0,0,1,0,0,0,0,0,1,29.5,8.7025,25.672375,75.73350625,"4760","16","1e+05","9"
17.7984615384615,2.87911202313921,0,0,1,0,0,0,0,0,0,1,5,0.25,0.125,0.0625,"8965","21","3770","6"
15.3846153846154,2.7333680090865,1,0,0,1,0,0,0,0,0,1,6.5,0.4225,0.274625,0.17850625,"5700","17","9570","22"
18.2692307692308,2.90521826601316,0,0,0,0,1,0,0,0,0,1,1,0.01,0.001,1e-04,"5000","17","5380","9"
11.0576923076923,2.40312632221592,0,0,0,0,1,0,0,0,0,1,19,3.61,6.859,13.0321,"9620","22","2370","5"
23.0769230769231,3.13883311719466,1,0,0,0,0,1,0,0,0,1,7,0.49,0.343,0.2401,"2320","8","7860","17"
15.1098901098901,2.71534950358382,0,0,0,0,1,0,0,0,0,1,2,0.04,0.008,0.0016,"800","2","7280","14"
20.3639423076923,3.01376580298227,1,0,0,0,0,1,0,0,0,1,29,8.41,24.389,70.7281,"4700","16","5080","9"
12.0192307692308,2.48650793115497,0,0,0,1,0,0,0,0,0,1,35.5,12.6025,44.738875,158.82300625,"9130","22","6170","10"
14.4230769230769,2.66882948794893,1,0,0,1,0,0,0,0,0,1,32.5,10.5625,34.328125,111.56640625,"5240","17","1990","5"
24.5201923076923,3.19949695392846,1,0,0,1,0,0,0,0,0,1,29.5,8.7025,25.672375,75.73350625,"5700","17","9490","22"
24.2307692307692,3.1876232813641,0,0,0,0,0,1,0,0,0,1,2,0.04,0.008,0.0016,"800","2","7280","14"
16.4835164835165,2.80236088057345,1,0,0,0,1,0,0,0,0,1,13,1.69,2.197,2.8561,"5600","17","6490","11"
28.8461538461538,3.36197666850887,0,0,0,1,0,0,0,0,0,1,8,0.64,0.512,0.4096,"110","1","9570","22"
15.8653846153846,2.76413966775325,0,0,0,1,0,0,0,0,0,1,6.5,0.4225,0.274625,0.17850625,"7950","21","2890","6"
19.2307692307692,2.95651156040071,0,0,1,0,0,0,0,0,0,1,31,9.61,29.791,92.3521,"20","1","5275","9"
9.89010989010989,2.29153525680746,0,0,1,0,0,0,0,0,0,1,16,2.56,4.096,6.5536,"7200","20","8770","21"
36.0576923076923,3.58512021982308,1,0,0,0,1,0,0,0,0,1,23,5.29,12.167,27.9841,"420","1","9170","21"
9.61538461538461,2.26336437984076,0,1,0,0,0,0,0,0,0,1,28,7.84,21.952,61.4656,"4020","13","8680","20"
13.1868131868132,2.57921732925924,1,0,1,0,0,0,0,0,0,1,14,1.96,2.744,3.8416,"4230","14","8660","20"
28.8461538461538,3.36197666850887,0,0,1,0,0,0,0,0,0,1,40,16,64,256,"4700","16","4870","9"
16.8269230769231,2.82298016777619,1,0,0,0,1,0,0,0,0,1,1,0.01,0.001,1e-04,"2000","6","7870","17"
31.25,3.44201937618241,1,0,0,0,1,0,0,0,0,1,15,2.25,3.375,5.0625,"3255","10","8190","18"
37.9554655870445,3.63641351421063,0,0,0,0,1,0,0,0,0,1,10,1,1,1,"5800","17","6990","12"
29.7142857142857,3.391627930646,0,0,1,0,0,0,0,0,0,1,8,0.64,0.512,0.4096,"4040","13","8680","20"
8.65384615384615,2.15800386418294,0,0,0,0,0,1,0,0,0,1,10,1,1,1,"2310","8","7860","17"
27.6923076923077,3.32115467398862,0,0,0,1,0,0,0,0,0,1,13.5,1.8225,2.460375,3.32150625,"3930","12","7680","16"
62.5,4.13516655674236,0,0,0,0,1,0,0,0,0,1,12,1.44,1.728,2.0736,"1060","3","6990","12"
28.8461538461538,3.36197666850887,1,0,0,0,1,0,0,0,0,1,9,0.81,0.729,0.6561,"540","2","6990","12"
15.625,2.74887219562247,1,0,0,1,0,0,0,0,0,1,16,2.56,4.096,6.5536,"5860","17","9470","22"
17.3076923076923,2.85115104474288,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"800","2","7280","14"
16.8269230769231,2.82298016777619,0,0,0,0,1,0,0,0,0,1,3,0.09,0.027,0.0081,"735","2","4490","8"
8.01282051282051,2.08104282304681,0,0,0,1,0,0,0,0,0,1,15.5,2.4025,3.723875,5.77200625,"8140","21","2770","6"
19.2307692307692,2.95651156040071,0,0,0,0,1,0,0,0,0,1,1,0.01,0.001,1e-04,"20","1","8680","20"
17,2.83321334405622,1,0,1,0,0,0,0,0,0,1,20,4,8,16,"5610","17","2390","5"
11.0576923076923,2.40312632221592,1,0,0,1,0,0,0,0,0,1,5,0.25,0.125,0.0625,"3600","11","8190","18"
9.61538461538461,2.26336437984076,1,0,0,1,0,0,0,0,0,1,8,0.64,0.512,0.4096,"310","1","8680","20"
10.0961538461538,2.3121545440102,0,0,0,1,0,0,0,0,0,1,10.5,1.1025,1.157625,1.21550625,"6240","19","770","4"
11.0576923076923,2.40312632221592,0,0,0,0,1,0,0,0,0,1,5,0.25,0.125,0.0625,"630","2","8090","18"
16.8269230769231,2.82298016777619,1,0,0,0,1,0,0,0,0,1,6,0.36,0.216,0.1296,"2000","6","7870","17"
22,3.09104245335832,0,0,1,0,0,0,0,0,0,1,12,1.44,1.728,2.0736,"4760","16","4670","9"
15.3846153846154,2.7333680090865,1,0,1,0,0,0,0,0,0,1,12,1.44,1.728,2.0736,"8255","21","1990","5"
24.0384615384615,3.17965511171492,0,0,1,0,0,0,0,0,0,1,29,8.41,24.389,70.7281,"9130","22","6170","10"
36.0576923076923,3.58512021982308,0,0,0,0,1,0,0,0,0,1,13,1.69,2.197,2.8561,"800","2","9590","22"
27.1629807692308,3.30185504516749,1,0,0,0,0,1,0,0,0,1,1,0.01,0.001,1e-04,"1650","5","9480","22"
19.2307692307692,2.95651156040071,0,0,0,1,0,0,0,0,0,1,17.5,3.0625,5.359375,9.37890625,"1050","3","7460","14"
17.6923076923077,2.87312995146166,1,0,0,0,1,0,0,0,0,1,21,4.41,9.261,19.4481,"430","1","7390","14"
22.5,3.11351530921037,0,0,0,0,1,0,0,0,0,1,6,0.36,0.216,0.1296,"8740","21","3960","6"
21.3711538461538,3.06204206161017,0,0,0,1,0,0,0,0,0,1,31.5,9.9225,31.255875,98.45600625,"2630","9","2970","6"
19.2307692307692,2.95651156040071,0,0,0,1,0,0,0,0,0,1,4,0.16,0.064,0.0256,"1050","3","7860","17"
14.9038461538462,2.70161931077192,1,0,0,1,0,0,0,0,0,1,6.5,0.4225,0.274625,0.17850625,"540","2","6990","12"
20,2.99573227355399,1,0,0,0,1,0,0,0,0,1,4,0.16,0.064,0.0256,"5700","17","7380","14"
10.2307692307692,2.32539977076022,0,0,1,0,0,0,0,0,0,1,36,12.96,46.656,167.9616,"8220","21","3390","6"
48.0769230769231,3.87280229227486,1,0,0,0,1,0,0,0,0,1,24,5.76,13.824,33.1776,"4850","16","3390","6"
14.957264957265,2.7051971321198,0,0,0,1,0,0,0,0,0,1,3.5,0.1225,0.042875,0.01500625,"5410","17","7670","16"
14.4230769230769,2.66882948794893,0,0,0,0,1,0,0,0,0,1,2,0.04,0.008,0.0016,"7720","21","3365","6"
23.5042735042735,3.15718225586286,1,0,0,0,0,1,0,0,0,1,5,0.25,0.125,0.0625,"3150","10","8090","18"
27.7777777777778,3.32423634052603,0,0,1,0,0,0,0,0,0,1,33,10.89,35.937,118.5921,"9130","22","6380","10"
23.4615384615385,3.15536241914587,0,0,0,0,1,0,0,0,0,1,14,1.96,2.744,3.8416,"2310","8","7860","17"
34.2307692307692,3.5331249247047,0,0,0,0,1,0,0,0,0,1,18,3.24,5.832,10.4976,"630","2","770","4"
34.6153846153846,3.54429822530283,1,0,0,0,1,0,0,0,0,1,18,3.24,5.832,10.4976,"565","2","6890","12"
9.13461538461539,2.21207108545321,1,0,1,0,0,0,0,0,0,1,5,0.25,0.125,0.0625,"4110","13","8680","20"
16.8269230769231,2.82298016777619,0,0,1,0,0,0,0,0,0,1,7,0.49,0.343,0.2401,"4220","14","7860","17"
38.4615384615385,3.64965874096066,0,0,0,0,1,0,0,0,0,1,29,8.41,24.389,70.7281,"2340","8","7380","14"
16.8269230769231,2.82298016777619,0,0,0,1,0,0,0,0,0,1,5.5,0.3025,0.166375,0.09150625,"310","1","8680","20"
16.8269230769231,2.82298016777619,0,0,0,0,1,0,0,0,0,1,5,0.25,0.125,0.0625,"630","2","5380","9"
12.2749590834697,2.50756134035281,1,0,0,1,0,0,0,0,0,1,3.5,0.1225,0.042875,0.01500625,"2300","8","8470","18"
10,2.30258509299405,1,0,0,1,0,0,0,0,0,1,9,0.81,0.729,0.6561,"4700","16","5180","9"
12.9807692307692,2.5634689722911,0,0,0,1,0,0,0,0,0,1,7,0.49,0.343,0.2401,"9420","22","6290","10"
16.6420118343195,2.8119303315896,0,0,0,0,1,0,0,0,0,1,3,0.09,0.027,0.0081,"4220","14","4470","8"
14.4230769230769,2.66882948794893,0,0,0,1,0,0,0,0,0,1,10.5,1.1025,1.157625,1.21550625,"5610","17","3580","6"
24.867374005305,3.2135566633906,0,0,0,0,1,0,0,0,0,1,33,10.89,35.937,118.5921,"1105","3","7270","14"
8.74125874125874,2.16805420003644,0,0,0,1,0,0,0,0,0,1,19.5,3.8025,7.414875,14.45900625,"4700","16","4670","9"
21.3675213675214,3.06187207605854,1,0,0,1,0,0,0,0,0,1,29,8.41,24.389,70.7281,"5700","17","8090","18"
23.6538461538462,3.16352572978504,1,0,0,0,0,1,0,0,0,1,9,0.81,0.729,0.6561,"420","1","9190","21"
12.0192307692308,2.48650793115497,1,0,0,0,1,0,0,0,0,1,3,0.09,0.027,0.0081,"5240","17","6890","12"
11.2179487179487,2.41751505966802,1,0,0,1,0,0,0,0,0,1,13,1.69,2.197,2.8561,"3645","11","7970","18"
9.61538461538461,2.26336437984076,0,0,1,0,0,0,0,0,0,1,20,4,8,16,"6400","19","770","4"
6.90335305719921,1.93200724388632,0,0,0,1,0,0,0,0,0,1,4.5,0.2025,0.091125,0.04100625,"5620","17","5380","9"
19.2307692307692,2.95651156040071,0,0,0,0,1,0,0,0,0,1,6,0.36,0.216,0.1296,"4000","13","8680","20"
12.5,2.52572864430826,1,0,0,1,0,0,0,0,0,1,4,0.16,0.064,0.0256,"4000","13","8590","19"
12,2.484906649788,1,0,0,1,0,0,0,0,0,1,3,0.09,0.027,0.0081,"3255","10","8170","18"
19.2307692307692,2.95651156040071,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"3420","10","4970","9"
12.8830769230769,2.55591458368941,0,0,1,0,0,0,0,0,0,1,8,0.64,0.512,0.4096,"6220","19","770","4"
14.4230769230769,2.66882948794893,0,0,0,0,1,0,0,0,0,1,4,0.16,0.064,0.0256,"5860","17","7590","16"
43.1623931623932,3.76496958747165,0,0,0,0,1,0,0,0,0,1,29,8.41,24.389,70.7281,"430","1","3580","6"
9.72527472527472,2.27472813849108,1,0,0,1,0,0,0,0,0,1,4.5,0.2025,0.091125,0.04100625,"5120","17","5370","9"
23.4615384615385,3.15536241914587,0,0,1,0,0,0,0,0,0,1,14,1.96,2.744,3.8416,"6220","19","770","4"
31.25,3.44201937618241,1,0,0,0,0,1,0,0,0,1,29,8.41,24.389,70.7281,"3230","10","7860","17"
20.1048951048951,3.00096332297154,1,0,0,0,0,1,0,0,0,1,31,9.61,29.791,92.3521,"4600","15","8470","18"
19.2307692307692,2.95651156040071,0,0,0,1,0,0,0,0,0,1,30,9,27,81,"7000","20","4880","9"
19.2307692307692,2.95651156040071,0,0,1,0,0,0,0,0,0,1,9,0.81,0.729,0.6561,"4210","14","7770","16"
12.8205128205128,2.55104645229255,0,0,1,0,0,0,0,0,0,1,7,0.49,0.343,0.2401,"8965","21","3390","6"
23.2692307692308,3.14713192000936,1,0,0,0,0,1,0,0,0,1,37,13.69,50.653,187.4161,"5260","17","6480","11"
25,3.2188758248682,0,0,0,0,1,0,0,0,0,1,32,10.24,32.768,104.8576,"2310","8","7860","17"
19.2307692307692,2.95651156040071,0,0,1,0,0,0,0,0,0,1,14,1.96,2.744,3.8416,"7750","21","3190","6"
27,3.29583686600433,1,0,0,1,0,0,0,0,0,1,15.5,2.4025,3.723875,5.77200625,"5700","17","4670","9"
14.4230769230769,2.66882948794893,0,0,1,0,0,0,0,0,0,1,14,1.96,2.744,3.8416,"8710","21","1170","5"
12.3076923076923,2.51022445777229,0,0,0,0,1,0,0,0,0,1,8,0.64,0.512,0.4096,"4760","16","4870","9"
28.5714285714286,3.35240721749272,1,0,0,0,1,0,0,0,0,1,13,1.69,2.197,2.8561,"2010","6","9470","22"
19.2307692307692,2.95651156040071,1,0,0,1,0,0,0,0,0,1,4,0.16,0.064,0.0256,"5600","17","8190","18"
15.3846153846154,2.7333680090865,0,0,0,0,1,0,0,0,0,1,3,0.09,0.027,0.0081,"8540","21","3875","6"
23.8461538461538,3.17162294001766,1,0,0,0,0,1,0,0,0,1,37,13.69,50.653,187.4161,"2310","8","7860","17"
20,2.99573227355399,0,0,1,0,0,0,0,0,0,1,29,8.41,24.389,70.7281,"9130","22","7790","16"
22.1153846153846,3.09627350277587,1,0,0,0,1,0,0,0,0,1,13,1.69,2.197,2.8561,"3255","10","7860","17"
