"","countyreal","state_name","year","FIPS","emp0A01_BS","quarter","censusdiv","pop","annual_avg_pay","state_mw","fed_mw","treated","G","lemp","lpop","lavg_pay","region","ever_treated","id"
"18",2060,"Alaska",2004,2060,9,1,9,1093,35135,7.15,5.15,1,2001,2.19722457733622,6.99668148817654,10.4669530636263,"4",1,2060
"19",2060,"Alaska",2005,2060,17,1,9,1110,39184,7.15,5.15,1,2001,2.83321334405622,7.01211529430638,10.5760237791919,"4",1,2060
"20",2060,"Alaska",2006,2060,10,1,9,1030,38355,7.15,5.15,1,2001,2.30258509299405,6.93731408122368,10.5546401763934,"4",1,2060
"21",2060,"Alaska",2007,2060,12,1,9,997,39676,7.15,5.15,1,2001,2.484906649788,6.90475076996184,10.5885017498659,"4",1,2060
"22",2070,"Alaska",2001,2070,43,1,9,4889,29792,5.65,5.15,1,2001,3.76120011569356,8.49474306257865,10.3019951800768,"4",1,2070
"23",2070,"Alaska",2002,2070,45,1,9,4974,30400,5.65,5.15,1,2001,3.80666248977032,8.51197962436335,10.3221978873943,"4",1,2070
"24",2070,"Alaska",2003,2070,39,1,9,4904,32007,7.15,5.15,1,2001,3.66356164612965,8.49780647761605,10.3737099078596,"4",1,2070
"25",2070,"Alaska",2004,2070,42,1,9,4938,31488,7.15,5.15,1,2001,3.73766961828337,8.50471566990512,10.357361799852,"4",1,2070
"26",2070,"Alaska",2005,2070,43,1,9,4941,31534,7.15,5.15,1,2001,3.76120011569356,8.50532301884575,10.3588216077974,"4",1,2070
"27",2070,"Alaska",2006,2070,42,1,9,4942,32049,7.15,5.15,1,2001,3.73766961828337,8.50552538654856,10.375021260614,"4",1,2070
"28",2070,"Alaska",2007,2070,39,1,9,4963,33629,7.15,5.15,1,2001,3.66356164612965,8.50976567558744,10.4231440689369,"4",1,2070
"29",2090,"Alaska",2001,2090,1185,1,9,83809,34216,5.65,5.15,1,2001,7.07749805356923,11.3362956792714,10.4404486499067,"4",1,2090
"30",2090,"Alaska",2002,2090,1180,1,9,84768,34823,5.65,5.15,1,2001,7.07326971745971,11.3476733920718,10.4580333669917,"4",1,2090
"31",2090,"Alaska",2003,2090,1171,1,9,85223,36868,7.15,5.15,1,2001,7.06561336359772,11.3530266294383,10.5150992451136,"4",1,2090
"32",2090,"Alaska",2004,2090,1197,1,9,86904,37847,7.15,5.15,1,2001,7.08757370555797,11.3725593401136,10.5413069954866,"4",1,2090
"33",2090,"Alaska",2005,2090,1172,1,9,94514,39399,7.15,5.15,1,2001,7.06646697013696,11.4565032506571,10.5814957142533,"4",1,2090
"34",2090,"Alaska",2006,2090,1157,1,9,94803,41296,7.15,5.15,1,2001,7.05358572719368,11.459556333312,10.6285209219584,"4",1,2090
"35",2090,"Alaska",2007,2090,1172,1,9,97952,42345,7.15,5.15,1,2001,7.06646697013696,11.4922328417451,10.6536056293557,"4",1,2090
"36",2100,"Alaska",2001,2100,18,1,9,2311,28188,5.65,5.15,1,2001,2.89037175789616,7.74543561027438,10.2466516344469,"4",1,2100
"37",2100,"Alaska",2002,2100,19,1,9,2301,26594,5.65,5.15,1,2001,2.94443897916644,7.74109909003537,10.1884409054167,"4",1,2100
"38",2100,"Alaska",2003,2100,18,1,9,2300,25140,7.15,5.15,1,2001,2.89037175789616,7.74066440191724,10.1322154821442,"4",1,2100
"39",2100,"Alaska",2004,2100,16,1,9,2251,28456,7.15,5.15,1,2001,2.77258872223978,7.71912984090673,10.2561143136283,"4",1,2100
"40",2100,"Alaska",2005,2100,21,1,9,2223,28060,7.15,5.15,1,2001,3.04452243772342,7.7066129139642,10.2421003536565,"4",1,2100
"41",2100,"Alaska",2006,2100,12,1,9,2212,28541,7.15,5.15,1,2001,2.484906649788,7.70165236264223,10.2590969289594,"4",1,2100
"42",2100,"Alaska",2007,2100,15,1,9,2315,30776,7.15,5.15,1,2001,2.70805020110221,7.74716496652033,10.3344904444321,"4",1,2100
"43",2110,"Alaska",2001,2110,596,1,9,30579,33771,5.65,5.15,1,2001,6.39024066706535,10.3280687778365,10.4273577250229,"4",1,2110
"44",2110,"Alaska",2002,2110,583,1,9,30692,34714,5.65,5.15,1,2001,6.36818718635049,10.3317573132976,10.4548983427808,"4",1,2110
"45",2110,"Alaska",2003,2110,570,1,9,31049,36526,7.15,5.15,1,2001,6.3456363608286,10.3433218807238,10.505779614752,"4",1,2110
"46",2110,"Alaska",2004,2110,475,1,9,31111,36188,7.15,5.15,1,2001,6.16331480403464,10.3453167333802,10.4964828511456,"4",1,2110
"47",2110,"Alaska",2005,2110,456,1,9,31005,37878,7.15,5.15,1,2001,6.12249280951439,10.341903760784,10.5421257475957,"4",1,2110
"48",2110,"Alaska",2006,2110,473,1,9,30677,39180,7.15,5.15,1,2001,6.15909538849193,10.3312684671277,10.5759216914985,"4",1,2110
"49",2110,"Alaska",2007,2110,467,1,9,30544,40627,7.15,5.15,1,2001,6.1463292576689,10.3269235459655,10.6121881491895,"4",1,2110
"50",2122,"Alaska",2001,2122,544,1,9,50177,33281,5.65,5.15,1,2001,6.29894924685594,10.8233120333584,10.4127419425606,"4",1,2122
"51",2122,"Alaska",2002,2122,560,1,9,51033,34067,5.65,5.15,1,2001,6.32793678372919,10.8402277612777,10.4360844527716,"4",1,2122
"52",2122,"Alaska",2003,2122,572,1,9,51287,33546,7.15,5.15,1,2001,6.3491389913798,10.8451925877387,10.4206729102547,"4",1,2122
"53",2122,"Alaska",2004,2122,528,1,9,51615,34493,7.15,5.15,1,2001,6.26909628370626,10.8515676068997,10.448511683882,"4",1,2122
"54",2122,"Alaska",2005,2122,537,1,9,51570,35692,7.15,5.15,1,2001,6.28599809450886,10.850695387045,10.48268185302,"4",1,2122
"55",2122,"Alaska",2006,2122,521,1,9,52117,36492,7.15,5.15,1,2001,6.25575004175337,10.861246470104,10.5048483374654,"4",1,2122
"56",2122,"Alaska",2007,2122,547,1,9,53238,37810,7.15,5.15,1,2001,6.30444880242198,10.8825277060634,10.540328896885,"4",1,2122
"57",2130,"Alaska",2001,2130,218,1,9,13813,32517,5.65,5.15,1,2001,5.38449506278909,9.53336545669996,10.3895183084839,"4",1,2130
"58",2130,"Alaska",2002,2130,229,1,9,13576,32604,5.65,5.15,1,2001,5.43372200355424,9.51605880691406,10.3921902592143,"4",1,2130
"59",2130,"Alaska",2003,2130,192,1,9,13351,32511,7.15,5.15,1,2001,5.25749537202778,9.49934656739009,10.3893337725911,"4",1,2130
"60",2130,"Alaska",2004,2130,198,1,9,13229,33606,7.15,5.15,1,2001,5.28826703069454,9.49016666846238,10.4224599014379,"4",1,2130
"61",2130,"Alaska",2005,2130,225,1,9,13194,34865,7.15,5.15,1,2001,5.41610040220442,9.48751745978282,10.4592387396551,"4",1,2130
"62",2130,"Alaska",2006,2130,247,1,9,13315,35562,7.15,5.15,1,2001,5.50938833662798,9.49664649824803,10.4790329310159,"4",1,2130
"63",2130,"Alaska",2007,2130,247,1,9,13124,37090,7.15,5.15,1,2001,5.50938833662798,9.48219789408099,10.5211026704836,"4",1,2130
"64",2150,"Alaska",2001,2150,167,1,9,13752,28222,5.65,5.15,1,2001,5.11799381241676,9.52893954706268,10.2478570946177,"4",1,2150
"65",2150,"Alaska",2002,2150,160,1,9,13684,30275,5.65,5.15,1,2001,5.07517381523383,9.52398254609749,10.3180775684213,"4",1,2150
"66",2150,"Alaska",2003,2150,193,1,9,13352,32799,7.15,5.15,1,2001,5.26269018890489,9.49942146534167,10.3981533061026,"4",1,2150
"67",2150,"Alaska",2004,2150,161,1,9,13231,33021,7.15,5.15,1,2001,5.08140436498446,9.49031784004241,10.4048990016915,"4",1,2150
"68",2150,"Alaska",2005,2150,169,1,9,12961,34872,7.15,5.15,1,2001,5.12989871492307,9.46970012742337,10.4594394939182,"4",1,2150
"69",2150,"Alaska",2006,2150,162,1,9,12992,35510,7.15,5.15,1,2001,5.08759633523238,9.47208906240146,10.4775696259371,"4",1,2150
"70",2150,"Alaska",2007,2150,171,1,9,13074,37066,7.15,5.15,1,2001,5.14166355650266,9.47838080417267,10.5204553863573,"4",1,2150
"71",2170,"Alaska",2001,2170,586,1,9,62215,28454,5.65,5.15,1,2001,6.37331978957701,11.0383514072097,10.2560440272111,"4",1,2170
"72",2170,"Alaska",2002,2170,630,1,9,65113,29289,5.65,5.15,1,2001,6.44571981938558,11.0838795010411,10.2849672978938,"4",1,2170
"73",2170,"Alaska",2003,2170,719,1,9,68414,30368,7.15,5.15,1,2001,6.57786135772105,11.1333327610295,10.3211447014097,"4",1,2170
"74",2170,"Alaska",2004,2170,683,1,9,72166,31178,7.15,5.15,1,2001,6.52649485957079,11.1867242998386,10.3474679968726,"4",1,2170
"75",2170,"Alaska",2005,2170,667,1,9,75026,31642,7.15,5.15,1,2001,6.50279004591562,11.2255899991101,10.362240631009,"4",1,2170
"76",2170,"Alaska",2006,2170,724,1,9,79450,32514,7.15,5.15,1,2001,6.58479139238572,11.2828831719649,10.3894260447942,"4",1,2170
"77",2170,"Alaska",2007,2170,791,1,9,82404,33983,7.15,5.15,1,2001,6.67329796776765,11.3193892584087,10.4336156785566,"4",1,2170
"78",2180,"Alaska",2001,2180,101,1,9,9162,27855,5.65,5.15,1,2001,4.61512051684126,9.12281977444669,10.2347677624549,"4",1,2180
"79",2180,"Alaska",2002,2180,115,1,9,9141,29039,5.65,5.15,1,2001,4.74493212836325,9.12052506765382,10.2763950330841,"4",1,2180
"80",2180,"Alaska",2003,2180,131,1,9,9186,30197,7.15,5.15,1,2001,4.87519732320115,9.12543586488574,10.3154978606803,"4",1,2180
"81",2180,"Alaska",2004,2180,128,1,9,9342,31357,7.15,5.15,1,2001,4.85203026391962,9.14227564106205,10.353192806623,"4",1,2180
"82",2180,"Alaska",2005,2180,115,1,9,9391,32384,7.15,5.15,1,2001,4.74493212836325,9.14750706280461,10.3854197526471,"4",1,2180
"83",2180,"Alaska",2006,2180,151,1,9,9262,33491,7.15,5.15,1,2001,5.01727983681492,9.1336752870407,10.4190320250021,"4",1,2180
"84",2180,"Alaska",2007,2180,89,1,9,9310,36172,7.15,5.15,1,2001,4.48863636973214,9.13884437027111,10.4960406178604,"4",1,2180
"85",2185,"Alaska",2001,2185,151,1,9,7254,70794,5.65,5.15,1,2001,5.01727983681492,8.88930831984285,11.167529530328,"4",1,2185
"86",2185,"Alaska",2002,2185,145,1,9,7173,71588,5.65,5.15,1,2001,4.97673374242057,8.87807925612644,11.1786827411373,"4",1,2185
"87",2185,"Alaska",2003,2185,140,1,9,7194,66765,7.15,5.15,1,2001,4.9416424226093,8.88100262425557,11.1089342701181,"4",1,2185
"88",2185,"Alaska",2004,2185,96,1,9,7010,68636,7.15,5.15,1,2001,4.56434819146784,8.85509298002864,11.1365724574055,"4",1,2185
"89",2185,"Alaska",2005,2185,82,1,9,6764,69494,7.15,5.15,1,2001,4.40671924726425,8.81936971001847,11.1489956968909,"4",1,2185
"90",2185,"Alaska",2006,2185,106,1,9,6604,74791,7.15,5.15,1,2001,4.66343909411207,8.79543080504002,11.2224528358678,"4",1,2185
"91",2185,"Alaska",2007,2185,98,1,9,6630,79104,7.15,5.15,1,2001,4.58496747867057,8.79936008317991,11.2785187213773,"4",1,2185
"92",2016,"Alaska",2001,2016,38,1,9,5373,34490,5.65,5.15,1,2001,3.63758615972639,8.58914169072882,10.4484247059309,"4",1,2016
"93",2016,"Alaska",2002,2016,33,1,9,5140,36154,5.65,5.15,1,2001,3.49650756146648,8.54480835844921,10.4955428715348,"4",1,2016
"94",2016,"Alaska",2003,2016,28,1,9,5470,39706,7.15,5.15,1,2001,3.3322045101752,8.60703389541603,10.589257588757,"4",1,2016
"95",2016,"Alaska",2004,2016,34,1,9,5451,38362,7.15,5.15,1,2001,3.52636052461616,8.60355435706428,10.5548226652816,"4",1,2016
"96",2016,"Alaska",2005,2016,39,1,9,5359,38427,7.15,5.15,1,2001,3.66356164612965,8.58653266949485,10.5565156164992,"4",1,2016
"97",2016,"Alaska",2006,2016,65,1,9,4939,38152,7.15,5.15,1,2001,4.17438726989564,8.50491816054062,10.5493334599781,"4",1,2016
"98",2016,"Alaska",2007,2016,54,1,9,4763,39222,7.15,5.15,1,2001,3.98898404656427,8.46863300080086,10.5769930928408,"4",1,2016
"99",2261,"Alaska",2001,2261,129,1,9,10113,38556,5.65,5.15,1,2001,4.85981240436167,9.22157700390217,10.5598670089039,"4",1,2261
"100",2261,"Alaska",2002,2261,147,1,9,10069,39572,5.65,5.15,1,2001,4.99043258677874,9.21721667591562,10.5858770764431,"4",1,2261
"101",2261,"Alaska",2003,2261,123,1,9,9993,40341,7.15,5.15,1,2001,4.81218435537242,9.20964012686179,10.605123600492,"4",1,2261
"102",2261,"Alaska",2004,2261,102,1,9,9949,41416,7.15,5.15,1,2001,4.62497281328427,9.20522732258936,10.6314225585817,"4",1,2261
"103",2261,"Alaska",2005,2261,100,1,9,9822,42887,7.15,5.15,1,2001,4.60517018598809,9.19238004659919,10.6663240286901,"4",1,2261
"104",2261,"Alaska",2006,2261,92,1,9,9716,43404,7.15,5.15,1,2001,4.52178857704904,9.18152929012206,10.6783068817401,"4",1,2261
"105",2261,"Alaska",2007,2261,101,1,9,9462,45516,7.15,5.15,1,2001,4.61512051684126,9.15503905619109,10.7258191914769,"4",1,2261
"106",2270,"Alaska",2001,2270,47,1,9,7078,19172,5.65,5.15,1,2001,3.85014760171006,8.86474666090541,9.86120616027952,"4",1,2270
"107",2270,"Alaska",2002,2270,33,1,9,7163,19213,5.65,5.15,1,2001,3.49650756146648,8.87668416661445,9.8633424122317,"4",1,2270
"108",2270,"Alaska",2003,2270,29,1,9,7287,20770,7.15,5.15,1,2001,3.36729582998647,8.89384721767028,9.94126491687016,"4",1,2270
"109",2270,"Alaska",2004,2270,32,1,9,7491,19740,7.15,5.15,1,2001,3.46573590279973,8.92145757894788,9.89040231298747,"4",1,2270
"110",2270,"Alaska",2005,2270,23,1,9,7462,20344,7.15,5.15,1,2001,3.13549421592915,8.9175787537811,9.92054130710196,"4",1,2270
"111",2270,"Alaska",2006,2270,30,1,9,7473,21145,7.15,5.15,1,2001,3.40119738166216,8.91905180393029,9.95915874990659,"4",1,2270
"112",2270,"Alaska",2007,2270,25,1,9,7583,22329,7.15,5.15,1,2001,3.2188758248682,8.93366417870094,10.013641561028,"4",1,2270
"113",2290,"Alaska",2001,2290,84,1,9,6326,28102,5.65,5.15,1,2001,4.43081679884331,8.75242340386559,10.2435960271663,"4",1,2290
"114",2290,"Alaska",2002,2290,62,1,9,6329,29674,5.65,5.15,1,2001,4.12713438504509,8.7528975247753,10.2980265205107,"4",1,2290
"115",2290,"Alaska",2003,2290,58,1,9,6323,31100,7.15,5.15,1,2001,4.06044301054642,8.75194905805861,10.3449630981673,"4",1,2290
"116",2290,"Alaska",2004,2290,45,1,9,6295,32139,7.15,5.15,1,2001,3.80666248977032,8.74751094647845,10.3778255249307,"4",1,2290
"117",2290,"Alaska",2005,2290,45,1,9,6079,31288,7.15,5.15,1,2001,3.80666248977032,8.71259548774872,10.3509899164354,"4",1,2290
"118",2290,"Alaska",2006,2290,42,1,9,5816,32371,7.15,5.15,1,2001,3.73766961828337,8.66836801921336,10.3850182392451,"4",1,2290
"119",2290,"Alaska",2007,2290,38,1,9,5811,34094,7.15,5.15,1,2001,3.63758615972639,8.66750795207511,10.4368766947109,"4",1,2290
"120",2220,"Alaska",2001,2220,128,1,9,8710,29466,5.65,5.15,1,2001,4.85203026391962,9.07222706984655,10.2909923352673,"4",1,2220
"121",2220,"Alaska",2002,2220,125,1,9,8858,30447,5.65,5.15,1,2001,4.8283137373023,9.08907628448314,10.3237427461169,"4",1,2220
"122",2220,"Alaska",2003,2220,146,1,9,8867,31332,7.15,5.15,1,2001,4.98360662170834,9.09009179938001,10.3523952184871,"4",1,2220
"123",2220,"Alaska",2004,2220,155,1,9,8885,32523,7.15,5.15,1,2001,5.04342511691925,9.09211974058875,10.3897028103294,"4",1,2220
"124",2220,"Alaska",2005,2220,169,1,9,8964,33172,7.15,5.15,1,2001,5.12989871492307,9.10097183492082,10.4094614255711,"4",1,2220
"125",2220,"Alaska",2006,2220,164,1,9,8981,33985,7.15,5.15,1,2001,5.0998664278242,9.10286651367095,10.4336745297807,"4",1,2220
"126",2220,"Alaska",2007,2220,147,1,9,8728,35385,7.15,5.15,1,2001,4.99043258677874,9.07429152751291,10.4740432805099,"4",1,2220
"127",2188,"Alaska",2001,2188,43,1,9,7257,44771,5.65,5.15,1,2001,3.76120011569356,8.88972179927814,10.7093158873715,"4",1,2188
"128",2188,"Alaska",2002,2188,85,1,9,7317,40680,5.65,5.15,1,2001,4.44265125649032,8.89795568688403,10.6134918501625,"4",1,2188
"129",2188,"Alaska",2003,2188,53,1,9,7402,40196,7.15,5.15,1,2001,3.97029191355212,8.9095055129461,10.6015227671688,"4",1,2188
"130",2188,"Alaska",2004,2188,47,1,9,7557,41102,7.15,5.15,1,2001,3.85014760171006,8.93022956502072,10.6238120611009,"4",1,2188
"131",2188,"Alaska",2005,2188,42,1,9,7381,41248,7.15,5.15,1,2001,3.73766961828337,8.90666440977005,10.6273579057389,"4",1,2188
"132",2188,"Alaska",2006,2188,27,1,9,7449,44024,7.15,5.15,1,2001,3.29583686600433,8.91583507417628,10.6924902187396,"4",1,2188
"133",2188,"Alaska",2007,2188,44,1,9,7425,45322,7.15,5.15,1,2001,3.78418963391826,8.9126079636709,10.7215478447949,"4",1,2188
"134",2240,"Alaska",2001,2240,38,1,9,5694,32114,5.65,5.15,1,2001,3.63758615972639,8.64716826783798,10.3770473511096,"4",1,2240
"135",2240,"Alaska",2002,2240,44,1,9,5626,34021,5.65,5.15,1,2001,3.78418963391826,8.6351539890498,10.4347332599917,"4",1,2240
"136",2240,"Alaska",2003,2240,56,1,9,5733,38913,7.15,5.15,1,2001,4.02535169073515,8.65399423290838,10.5690836640088,"4",1,2240
"137",2240,"Alaska",2004,2240,59,1,9,6138,39735,7.15,5.15,1,2001,4.07753744390572,8.72225423517968,10.5899876903743,"4",1,2240
"138",2240,"Alaska",2005,2240,54,1,9,6438,47444,7.15,5.15,1,2001,3.98898404656427,8.76997321185875,10.7673053471492,"4",1,2240
"139",2240,"Alaska",2006,2240,63,1,9,6694,51743,7.15,5.15,1,2001,4.14313472639153,8.80896688177127,10.8540444362779,"4",1,2240
"140",2240,"Alaska",2007,2240,59,1,9,6855,57262,7.15,5.15,1,2001,4.07753744390572,8.83273359199642,10.9553925064389,"4",1,2240
"141",2020,"Alaska",2001,2020,5276,1,9,263706,37998,5.65,5.15,1,2001,8.5709235138372,12.4825901252111,10.5452888057445,"4",1,2020
"142",2020,"Alaska",2002,2020,5106,1,9,267769,39112,5.65,5.15,1,2001,8.53817159780143,12.4978799475104,10.5741846042585,"4",1,2020
"143",2020,"Alaska",2003,2020,4847,1,9,270865,39828,7.15,5.15,1,2001,8.48611523584538,12.5093758207599,10.592325461508,"4",1,2020
"144",2020,"Alaska",2004,2020,4720,1,9,274067,41729,7.15,5.15,1,2001,8.4595640785796,12.5211278810262,10.6389516097231,"4",1,2020
"145",2020,"Alaska",2005,2020,4480,1,9,276613,42912,7.15,5.15,1,2001,8.40737832540903,12.5303746963853,10.6669067860814,"4",1,2020
"146",2020,"Alaska",2006,2020,4340,1,9,279362,44216,7.15,5.15,1,2001,8.37562962709445,12.5402637108288,10.6968419935131,"4",1,2020
"147",2020,"Alaska",2007,2020,4591,1,9,278504,46607,7.15,5.15,1,2001,8.43185314424922,12.5371877009034,10.7495060234249,"4",1,2020
"148",6005,"California",2001,6005,628,1,9,35847,27390,6.25,5.15,1,2001,6.4425401664682,10.4870151605179,10.2179332622571,"4",1,6005
"149",6005,"California",2002,6005,571,1,9,36816,28935,6.75,5.15,1,2001,6.34738920965601,10.5136878122751,10.2728072140079,"4",1,6005
"150",6005,"California",2003,6005,516,1,9,37331,30016,6.75,5.15,1,2001,6.24610676548156,10.5275793596559,10.309485851806,"4",1,6005
"151",6005,"California",2004,6005,489,1,9,37790,32506,6.75,5.15,1,2001,6.19236248947487,10.5397997963435,10.3891799666631,"4",1,6005
"152",6005,"California",2005,6005,525,1,9,37827,32966,6.75,5.15,1,2001,6.26339826259162,10.5407784123413,10.4032320062913,"4",1,6005
"153",6005,"California",2006,6005,473,1,9,38176,34940,6.75,5.15,1,2001,6.15909538849193,10.5499623248976,10.461387583688,"4",1,6005
"154",6005,"California",2007,6005,494,1,9,38480,36696,7.5,5.15,1,2001,6.20253551718792,10.5578939047796,10.510423036277,"4",1,6005
"155",6007,"California",2001,6007,2603,1,9,205923,26499,6.25,5.15,1,2001,7.86441990499457,12.2352575914884,10.1848622754132,"4",1,6007
"156",6007,"California",2002,6007,2556,1,9,208713,27190,6.75,5.15,1,2001,7.84619881549743,12.2487153814943,10.2106045376265,"4",1,6007
"157",6007,"California",2003,6007,2425,1,9,211151,27856,6.75,5.15,1,2001,7.79358680337158,12.2603287963206,10.234803662008,"4",1,6007
"158",6007,"California",2004,6007,2329,1,9,212698,29082,6.75,5.15,1,2001,7.75319426988434,12.2676285982292,10.2778747050734,"4",1,6007
"159",6007,"California",2005,6007,2464,1,9,215208,30007,6.75,5.15,1,2001,7.80954132465341,12.2793602813,10.3091859667596,"4",1,6007
"160",6007,"California",2006,6007,2564,1,9,217131,31557,6.75,5.15,1,2001,7.84932381804056,12.2882561370131,10.3595507134074,"4",1,6007
"161",6007,"California",2007,6007,2490,1,9,217741,33207,7.5,5.15,1,2001,7.82003798945875,12.291061562058,10.4105159760537,"4",1,6007
"162",6001,"California",2001,6001,22940,1,9,1470528,46489,6.25,5.15,1,2001,10.0406373906834,14.2011320779374,10.7469710044511,"4",1,6001
"163",6001,"California",2002,6001,19237,1,9,1463948,47307,6.75,5.15,1,2001,9.86459078690618,14.1966474537469,10.7644135550737,"4",1,6001
"164",6001,"California",2003,6001,17745,1,9,1458749,48822,6.75,5.15,1,2001,9.7838590650806,14.1930897770642,10.7959363099247,"4",1,6001
"165",6001,"California",2004,6001,16477,1,9,1452096,51402,6.75,5.15,1,2001,9.70972074805743,14.1885185878838,10.8474323611921,"4",1,6001
"166",6001,"California",2005,6001,16566,1,9,1446608,53152,6.75,5.15,1,2001,9.71510768115821,14.1847320635908,10.880911012413,"4",1,6001
"167",6001,"California",2006,6001,17653,1,9,1443492,55920,6.75,5.15,1,2001,9.77866101958928,14.1825757359846,10.9316773769077,"4",1,6001
"168",6001,"California",2007,6001,17547,1,9,1449020,58189,7.5,5.15,1,2001,9.77263827411114,14.1863980238301,10.9714516124197,"4",1,6001
"169",6011,"California",2001,6011,333,1,9,19138,25435,6.25,5.15,1,2001,5.80814248998044,9.85943116633921,10.1438814572569,"4",1,6011
"170",6011,"California",2002,6011,337,1,9,19370,26587,6.75,5.15,1,2001,5.82008293035236,9.87148075640104,10.1881776535019,"4",1,6011
"171",6011,"California",2003,6011,326,1,9,19755,26793,6.75,5.15,1,2001,5.78689738136671,9.89116190284549,10.195895938352,"4",1,6011
"172",6011,"California",2004,6011,314,1,9,20438,27470,6.75,5.15,1,2001,5.74939298590825,9.92515119217216,10.2208497790893,"4",1,6011
"173",6011,"California",2005,6011,291,1,9,20675,28232,6.75,5.15,1,2001,5.67332326717149,9.93668051989189,10.2482113653551,"4",1,6011
"174",6011,"California",2006,6011,322,1,9,20977,28879,6.75,5.15,1,2001,5.77455154554441,9.95118187839879,10.2708699663685,"4",1,6011
"175",6011,"California",2007,6011,325,1,9,21100,30910,7.5,5.15,1,2001,5.78382518232974,9.95702831946416,10.3388350351262,"4",1,6011
"176",6013,"California",2001,6013,14163,1,9,976888,44744,6.25,5.15,1,2001,9.5583882092144,13.7921272878109,10.7087126365014,"4",1,6013
"177",6013,"California",2002,6013,13005,1,9,988602,46015,6.75,5.15,1,2001,9.47308917788275,13.8040471029159,10.736722709273,"4",1,6013
"178",6013,"California",2003,6013,12287,1,9,999930,46660,6.75,5.15,1,2001,9.41629707186757,13.8154405555142,10.7506425455754,"4",1,6013
"179",6013,"California",2004,6013,11444,1,9,1007606,49643,6.75,5.15,1,2001,9.34522085417,13.8230877781868,10.8126126726254,"4",1,6013
"180",6013,"California",2005,6013,11524,1,9,1005106,51515,6.75,5.15,1,2001,9.35218709620442,13.8206035665503,10.8496283063792,"4",1,6013
"181",6013,"California",2006,6013,12033,1,9,1005699,53149,6.75,5.15,1,2001,9.39540815443816,13.8211933800998,10.8808545689176,"4",1,6013
"182",6013,"California",2007,6013,11985,1,9,1010542,55336,7.5,5.15,1,2001,9.39141114686849,13.8259973785445,10.9211789702804,"4",1,6013
"183",6015,"California",2001,6015,362,1,9,27405,25710,6.25,5.15,1,2001,5.89164421182577,10.2184807574802,10.1546353002599,"4",1,6015
"184",6015,"California",2002,6015,317,1,9,27545,26245,6.75,5.15,1,2001,5.75890177387728,10.2235763099068,10.1752307736864,"4",1,6015
"185",6015,"California",2003,6015,311,1,9,27902,27085,6.75,5.15,1,2001,5.73979291217923,10.2364536498281,10.206735348092,"4",1,6015
